sku,mpn,category,group,properties,mpn,rrp,inkoop
SUZ1SWTV,8714767632344,Boot mat,velour,,CK-SSZ03V,64.95,32.21
SUZ2SWTV,8714767632351,Boot mat,velour,,CK-SSZ04V,64.95,32.21
SUZ1SXTV,8714767632320,Boot mat,velour,,CK-SSZ01V,64.95,32.21
SUZ3SXTV,8714767632382,Boot mat,velour,High boot floor,CK-SSZ07V,64.95,32.21
SUZ1VITV,8714767632399,Boot mat,velour,Only for 5-seater,CK-SSZ08V,64.95,32.21
SUZ1WATV,8714767630753,Boot mat,velour,,CK-SOP01V,64.95,32.21
TESLA,,,,,,,
,,Boot mats velour,,,,,
TES1M3TV,8714767632689,Boot mat,velour,,CK-STS02V,64.95,32.21
TES2MSTV,8714767632672,Boot mat,velour,,CK-STS01V,64.95,32.21
TES1MXTV,8714767632719,Boot mat,velour,Only for 5/6/7-seater; High boot floor; behind second row (3rd row pulled down),CK-STS05V,64.95,32.21
TES2MXTV,8714767632726,Boot mat,velour,Only for 6/7-seater; High boot floor,CK-STS06V,64.95,32.21
TES1MYTV,8719457271339,Boot mat,velour,High boot floor,CK-STS08V,64.95,32.21
TES2MYTV,8719457271346,Boot mat,velour,Low boot floor,CK-STS10V,64.95,32.21
TES1MSTV,8714767632696,Front boot mat,velour,Only for rear wheel drive (RWD),CK-STS03V,64.95,32.21
TES2M3TV,8714767632702,Front boot mat,velour,Only for rear wheel drive (RWD),CK-STS04V,64.95,32.21
TES3M3TV,8714767632733,Front boot mat,velour,Only for Facelift,CK-STS07V,64.95,32.21
TES3MYTV,8719457449226,Front boot mat,velour,,CK-STS09V,64.95,32.21
TOYOTA,,,,,,,
,,Boot mats velour,,,,,
TOY1AUTV,8714767632610,Boot mat,velour,High boot floor,CK-STO17V,64.95,32.21
TOY2AUTV,8714767632658,Boot mat,velour,For models without storage compartment,CK-STO21V,64.95,32.21
TOY3AUTV,8714767632665,Boot mat,velour,For models with storage compartment,CK-STO22V,64.95,32.21
TOY1AVTV,8714767632467,Boot mat,velour,,CK-STO01V,64.95,32.21
TOY2AVTV,8714767632481,Boot mat,velour,,CK-STO03V,64.95,32.21
TOY3AVTV,8714767632535,Boot mat,velour,,CK-STO08V,64.95,32.21
TOY4AVTV,8714767632474,Boot mat,velour,,CK-STO02V,64.95,32.21
TOY5AVTV,8714767632528,Boot mat,velour,,CK-STO07V,64.95,32.21
TOY1AYTV,8714767628545,Boot mat,velour,,CK-SCI14V,64.95,32.21
TOY2AYTV,8714767641698,Boot mat,velour,,CK-STO27V,64.95,32.21
TOY1BZTV,8714767641513,Boot mat,velour,,CK-STO25V,64.95,32.21
TOY1CHTV,8714767632597,Boot mat,velour,,CK-STO15V,64.95,32.21
TOY1COTV,8714767632498,Boot mat,velour,,CK-STO04V,64.95,32.21
TOY2COTV,8714767632450,Boot mat,velour,High boot floor,CK-SSZ15V,64.95,32.21
TOY3COTV,8714767632511,Boot mat,velour,,CK-STO06V,64.95,32.21
TOY4COTV,8714767632542,Boot mat,velour,,CK-STO09V,64.95,32.21
TOY5COTV,8714767641575,Boot mat,velour,,CK-STO26V,64.95,32.21
TOY1HGTV,8714767632627,Boot mat,velour,Only for 5-seater,CK-STO18V,64.95,32.21
TOY2HGTV,8714767632634,Boot mat,velour,Only for 7-seater,CK-STO19V,64.95,32.21
TOY1LATV,8714767632573,Boot mat,velour,,CK-STO12V,64.95,32.21
TOY1RATV,8714767632641,Boot mat,velour,,CK-STO20V,64.95,32.21
TOY2RATV,8714767632603,Boot mat,velour,Not for Hybrid,CK-STO16V,64.95,32.21
TOY3RATV,8714767632566,Boot mat,velour,Only for Hybrid,CK-STO11V,64.95,32.21
TOY1VETV,8714767632580,Boot mat,velour,,CK-STO14V,64.95,32.21
TOY1YATV,8714767632504,Boot mat,velour,,CK-STO05V,64.95,32.21
TOY2YATV,8714767632559,Boot mat,velour,,CK-STO10V,64.95,32.21
TOY3YATV,8719457476291,Boot mat,velour,Low boot floor,CK-SMA19V,64.95,32.21
TOY4YATV,8714767639954,Boot mat,velour,High boot floor,CK-STO24V,64.95,32.21
VOLKSWAGEN,,,,,,,
,,Boot mats velour,,,,,
VW1CATV,8714767633075,Boot mat,velour,,CK-SVW27V,64.95,32.21
VW2CATV,8714767632986,Boot mat,velour,,CK-SVW17V,64.95,32.21
VW3CATV,8714767633181,Boot mat,velour,Only for 5-seater,CK-SVW38V,64.95,32.21
VW4CATV,8714767633198,Boot mat,velour,Only for 7-seater,CK-SVW39V,64.95,32.21
VW1GOTV,8714767632832,Boot mat,velour,,CK-SVW01V,64.95,32.21
VW2GOTV,8714767632887,Boot mat,velour,Not for models with full size spare tire,CK-SVW06V,64.95,32.21
VW3GOTV,8714767632887,Boot mat,velour,Not for models with full size spare tire,CK-SVW06V,64.95,32.21
VW4GOTV,8714767632948,Boot mat,velour,Only for models with spare tire,CK-SVW12V,64.95,32.21
VW5GOTV,8714767632948,Boot mat,velour,Only for models with spare tire,CK-SVW12V,64.95,32.21
VW6GOTV,8714767633013,Boot mat,velour,,CK-SVW20V,64.95,32.21
VW7GOTV,8714767633037,Boot mat,velour,,CK-SVW23V,64.95,32.21
VW8GOTV,8714767633020,Boot mat,velour,,CK-SVW22V,64.95,32.21
VW9GOTV,8714767633174,Boot mat,velour,High boot floor,CK-SVW37V,64.95,32.21
VW1IBTV,8719457546932,Boot mat,velour,,CK-SVW44V,64.95,32.21
VW1I3TV,8714767633228,Boot mat,velour,High boot floor,CK-SVW42V,64.95,32.21
VW2I3TV,8714767633167,Boot mat,velour,Low boot floor,CK-SVW36V,64.95,32.21
VW1I4TV,8714767633211,Boot mat,velour,High boot floor,CK-SVW41V,64.95,32.21
VW2I4TV,8714767633204,Boot mat,velour,Low boot floor,CK-SVW40V,64.95,32.21
VW1I7TV,8719457863510,Boot mat,velour,Not for ID.7 Tourer; High boot floor,CK-SVW46V,64.95,32.21
VW1JETV,8714767633006,Boot mat,velour,,CK-SVW19V,64.95,32.21
VW1PATV,8714767632849,Boot mat,velour,,CK-SVW02V,64.95,32.21
VW2PATV,8714767632856,Boot mat,velour,Not for facelift,CK-SVW03V,64.95,32.21
VW3PATV,8714767632863,Boot mat,velour,Only for facelift,CK-SVW04V,64.95,32.21
VW4PATV,8714767632917,Boot mat,velour,,CK-SVW09V,64.95,32.21
VW5PATV,8714767632917,Boot mat,velour,,CK-SVW09V,64.95,32.21
VW6PATV,8714767632931,Boot mat,velour,,CK-SVW11V,64.95,32.21
VW7PATV,8714767632931,Boot mat,velour,,CK-SVW11V,64.95,32.21
VW8PATV,8714767633044,Boot mat,velour,,CK-SVW24V,64.95,32.21
VW9PATV,8714767633051,Boot mat,velour,Incl.GTE,CK-SVW25V,64.95,32.21
VW10PATV,8714767632924,Boot mat,velour,,CK-SVW10V,64.95,32.21
VW1POTV,8714767632955,Boot mat,velour,,CK-SVW14V,64.95,32.21
VW2POTV,8714767632894,Boot mat,velour,,CK-SVW07V,64.95,32.21
VW3POTV,8714767633112,Boot mat,velour,High boot floor,CK-SVW31V,64.95,32.21
VW1SHTV,8714767632979,Boot mat,velour,,CK-SVW16V,64.95,32.21
VW1TGTV,8719457863503,Boot mat,velour,High boot floor,CK-SVW45V,64.95,32.21
VW1TYTV,8721464013376,Boot mat,velour,Only for 5-seater,CK-SVW47V,64.95,32.21
VW2TYTV,8721464013383,Boot mat,velour,Only for 7-seater with 3rd row pulled down,CK-SVW48V,64.95,32.21
VW1TCTV,8714767633150,Boot mat,velour,,CK-SVW35V,64.95,32.21
VW1TITV,8714767632900,Boot mat,velour,,CK-SVW08V,64.95,32.21
VW2TITV,8714767633082,Boot mat,velour,High boot floor,CK-SVW28V,64.95,32.21
VW3TITV,8714767631941,Boot mat,velour,Only for 7-seater,CK-SSE20V,64.95,32.21
VW1TATV,8714767633143,Boot mat,velour,,CK-SVW34V,64.95,32.21
VW2TATV,8714767632962,Boot mat,velour,,CK-SVW15V,64.95,32.21
VW1TOTV,8714767633068,Boot mat,velour,Only for 5-seater,CK-SVW26V,64.95,32.21
VW2TOTV,8714767632870,Boot mat,velour,,CK-SVW05V,64.95,32.21
VW3TOTV,8714767632870,Boot mat,velour,,CK-SVW05V,64.95,32.21
VW1T6TV,8714767633105,Boot mat,velour,,CK-SVW30V,64.95,32.21
VW2T6TV,8714767633099,Boot mat,velour,Only for 9-seater,CK-SVW29V,64.95,32.21
VW1TRTV,8714767633129,Boot mat,velour,High boot floor,CK-SVW32V,64.95,32.21
VW1UPTV,8714767632993,Boot mat,velour,High boot floor; Incl. Up! electric,CK-SVW18V,64.95,32.21
VW2UPTV,8714767633136,Boot mat,velour,Low boot floor,CK-SVW33V,64.95,32.21
VOLVO,,,,,,,
,,Boot mats velour,,,,,
VOL1C4TV,8719457271353,Boot mat,velour,,CK-SVO10V,64.95,32.21
VOL1V4TV,8714767632795,Boot mat,velour,Incl. Cross Country,CK-SVO06V,64.95,32.21
VOL1V5TV,8714767632740,Boot mat,velour,,CK-SVO01V,64.95,32.21
VOL1V6TV,8714767632757,Boot mat,velour,Excl. Hybrid,CK-SVO02V,64.95,32.21
VOL1V7TV,8714767632788,Boot mat,velour,,CK-SVO05V,64.95,32.21
VOL1X4TV,8714767632818,Boot mat,velour,,CK-SVO08V,64.95,32.21
VOL2V6TV,8714767632825,Boot mat,velour,,CK-SVO09V,64.95,32.21
VOL1X6TV,8714767632764,Boot mat,velour,,CK-SVO03V,64.95,32.21
VOL2X6TV,8714767632801,Boot mat,velour,,CK-SVO07V,64.95,32.21
VOL1X9TV,8714767632771,Boot mat,velour,,CK-SVO04V,64.95,32.21
VOL2X6TV,8.71477E+12,Boot mat,velour,,CK-SVO07V,64.95,3.22066E+14
VOL1X9TV,8.71477E+12,Boot mat,velour,,CK-SVO04V,64.95,3.22066E+14
